ID (frame),Elapsed Time,Angle left eye,Angle right eye,Block seen,Reaction time block,On Target
527,0.02658308,69.03967,71.2705,,,
528,0.03198776,69.09088,71.69113,,,
529,0.02492761,69.03035,71.78291,,,
530,0.02344929,68.8951,71.70644,,,
531,0.02662199,68.76988,71.45982,,,
532,0.02678856,68.65425,71.35895,,,
533,0.02705822,68.51198,71.38863,,,
534,0.02834641,68.35217,71.29644,,,
535,0.02465693,68.11938,71.07875,,,
536,0.02745246,78.02843,80.32877,,,
537,0.02937622,77.68227,79.81755,,,
538,0.05416491,77.3921,78.63839,,,
539,0.02689404,76.39365,78.08984,,,
540,0.02618986,75.64093,77.63368,,,
541,0.02553041,74.979,77.55338,,,
542,0.02749444,74.08167,76.6623,,,
543,0.02884066,72.85078,75.47269,,,
544,0.02194879,81.67273,83.10515,,,
545,0.02619157,86.84079,89.097,,,
546,0.02816243,eye closed,eye closed,,,
547,0.02772279,eye closed,eye closed,,,
548,0.02591441,eye closed,eye closed,,,
549,0.02233825,eye closed,eye closed,,,
550,0.06577469,eye closed,83.62032,,,
551,0.02917278,78.24543,77.89441,,,
552,0.02880585,74.97588,74.42564,,,
553,0.02951173,71.61047,71.62816,,,
554,0.02624448,68.45384,68.85485,,,
555,0.02347694,66.04706,66.99401,,,
556,0.02893487,63.54755,65.87796,,,
557,0.02740228,60.65997,62.78872,,,
558,0.03004591,68.12444,69.44839,,,
559,0.03034458,66.26507,67.87025,,,
560,0.03186454,63.6802,65.60764,,,
561,0.03623259,61.55319,63.88396,,,
562,0.03061526,59.49606,61.80379,,,
563,0.03391903,57.65145,60.17128,,,
564,0.02949466,56.11045,58.76427,,,
565,0.03116515,54.21764,57.51945,,,
566,0.02353804,52.93109,56.40823,,,
567,0.03059341,45.79482,48.65066,,,
568,0.02943049,42.38515,44.07488,,,
569,0.03132864,41.98866,43.65224,,,
570,0.03062891,41.70102,43.55708,,,
571,0.03016709,41.32798,43.32111,,,
572,0.03254652,41.15076,43.12063,,,
573,0.03766619,41.02048,43.0895,,,
574,0.03205944,40.65558,42.80721,,,
575,0.0303381,40.57142,42.85107,,,
576,0.02835836,40.56077,42.96081,,,
577,0.03278068,34.52756,eye closed,,,
578,0.02771563,eye closed,eye closed,,,
579,0.02277072,43.26949,eye closed,,,
580,0.02957146,eye closed,eye closed,,,
581,0.02952231,49.82189,51.45762,,,
582,0.0313952,49.58013,51.14146,,,
583,0.03076749,49.00941,50.88312,,,
584,0.05127039,48.23852,50.12625,,,
585,0.03793038,47.84923,49.81378,,,
586,0.03247996,47.09901,49.57124,,,
587,0.03152082,46.51817,49.20513,,,
588,0.03114432,46.17051,48.84208,,,
589,0.02888333,46.10254,48.5049,,,
590,0.0304678,45.92438,48.47736,,,
591,0.02896115,44.86967,47.7522,,,
592,0.03286636,45.34836,46.63357,,,
593,0.02844745,45.88249,45.47216,,,
594,0.03065178,45.32389,44.59704,,,
595,0.0315174,45.52736,44.78315,,,
596,0.03165803,46.23801,45.76925,,,
597,0.03712415,47.22308,48.04944,,,
598,0.02941957,50.53814,51.93725,,,
599,0.02979742,53.44086,54.9497,,,
600,0.02412821,56.54616,58.23653,,,
601,0.03062413,52.07035,60.00781,,,
602,0.03003874,eye closed,eye closed,,,
603,0.02785557,eye closed,eye closed,,,
604,0.02856077,eye closed,eye closed,,,
605,0.02721626,42.49806,46.69214,,,
606,0.02530615,45.20842,48.82484,,,
607,0.02693875,48.26165,51.07897,,,
608,0.02792452,49.2412,52.17094,,,
609,0.03346915,49.81483,52.83628,,,
610,0.03225502,49.97955,52.96235,,,
611,0.02784568,49.52446,52.8693,,,
612,0.0281638,49.74998,53.23197,,,
613,0.02612603,50.34022,53.81835,,,
614,0.02310899,50.92835,54.36341,,,
615,0.03020566,51.48619,54.80256,,,
616,0.02631889,51.81439,54.8793,,,
617,0.0282208,52.62065,54.84379,,,
618,0.06954541,63.29485,62.83291,,,
619,0.02727667,62.91296,62.42606,,,
620,0.02585604,62.94855,62.31807,,,
621,0.03541305,63.05102,62.3098,,,
622,0.02845632,62.81317,61.93964,,,
623,0.02785967,62.37984,60.81615,,,
624,0.02624687,61.72605,60.2492,,,
625,0.02675682,61.20126,59.82734,,,
626,0.02827644,60.51344,59.49175,,,
627,0.02290691,60.05423,59.58849,,,
628,0.02712887,60.05715,60.2384,,,
629,0.02681041,58.51719,58.324,,,
630,0.02734323,58.14926,55.2308,,,
631,0.02712751,eye closed,eye closed,,,
632,0.02365068,eye closed,eye closed,,,
633,0.02566899,eye closed,eye closed,,,
634,0.03328312,eye closed,eye closed,,,
635,0.03111941,eye closed,eye closed,,,
636,0.02728008,eye closed,eye closed,,,
637,0.02678652,eye closed,eye closed,,,
638,0.02197985,eye closed,eye closed,,,
639,0.02626154,74.98841,75.73777,,,
640,0.0278211,73.87664,75.10287,,,
641,0.02926392,73.12465,74.51352,,,
642,0.02769412,72.25779,73.83904,,,
643,0.02231846,71.55499,73.09933,,,
644,0.02707324,70.57232,72.13514,,,
645,0.0281085,69.64536,70.86277,,,
646,0.02670187,68.85313,69.68335,,,
647,0.02589086,68.14592,68.84078,,,
648,0.03359135,67.44419,68.09729,,,
649,0.03027392,67.08992,67.65277,,,
650,0.02694148,66.70479,67.19991,,,
651,0.02614515,62.82424,63.38097,,,
652,0.02774874,52.91812,53.06982,,,
653,0.02852152,48.87003,48.82926,,,
654,0.02326224,48.77396,49.07077,,,
655,0.05861863,48.78096,49.66841,,,
656,0.02768525,49.00838,49.99583,,,
